ID,Name,Age,CountryCode,Salary
5441,osrfesoqhbsjzkdau,73,436,9026410.0
5442,mksezlmzjfyizr,84,155,9269127.0
5443,srkjaugsjtoeun,83,388,2437142.0
5444,flahlgqegmhoamk,90,168,8634945.0
5445,hceeszntjzkawvh,83,413,1570098.0
5446,fstxpfegprpdpxg,49,498,517793.34
5447,eqfkdtiscsndvbx,36,168,5960030.0
5448,pielqjmsxwycgpt,56,246,6000162.0
5449,cpilmgvalifxmo,83,230,6746685.5
5450,nsupqvwwnmgpc,26,58,1887495.6
5451,gsmmhmguubpultshuu,93,99,3404689.2
5452,otolpajtdicycoqy,77,103,8491615.0
5453,tedcotqojevgovsas,80,225,3198690.0
5454,gtemyvtrlyukvrqrjxi,29,425,4051340.0
5455,zfurymwkmkbmmxr,38,206,639583.5
5456,mcykvmxxtwd,67,483,9836161.0
5457,deucfwxvzftuizjvdxsm,78,355,8095677.0
5458,dlvweeshulwyix,23,354,732208.2
5459,mevoqtfwdd,67,362,7304419.5
5460,xgxsjwjavxhkefy,77,468,4109916.5
5461,ficrcouewmxnu,55,467,1835116.8
5462,xahnsfojecgxtbae,91,92,4225457.0
5463,wrislypquvxmlt,42,399,973487.2
5464,hsnfnqdoawfmhucgzigm,54,355,2937842.2
5465,jzaiwzksniewnyy,20,379,5196815.5
5466,wlaozsgfabufroy,65,344,3318832.0
5467,gkmqxaxavzkoawcexlnq,89,264,2800759.5
5468,dibfqhtjbzrffmewah,20,13,6481579.5
5469,aojyixjdmqj,74,167,1064131.2
5470,bvwdoacsxv,31,240,8872043.0
5471,lbyctoxbvswddwpcjxj,38,339,7217181.5
5472,nftqyknblr,68,320,4702462.5
5473,jlubdeqhhvg,80,210,1361946.4
5474,tlvvvcaqovdii,66,128,8299358.0
5475,hbzxjcydqdv,39,212,711506.5
5476,dkayasvjqc,82,57,3621852.5
5477,yffpplxtehvdk,96,495,6746503.5
5478,pnohmuxjeuorkvuaiij,72,420,2007062.5
5479,ubrimrdretaiqdoqo,68,217,7587322.5
5480,lghzlakkdsqekcwd,91,345,2445666.0
5481,lwfesoekcyweenvhy,98,337,9460605.0
5482,kcksmnznvngr,70,173,35796.27
5483,tjrxbjqofqauzcd,94,14,178587.3
5484,rwjielkaqmkoao,98,47,8630047.0
5485,pozkscchecdddi,58,47,4289538.0
5486,joooswkmebvlkijzhh,27,203,5627237.0
5487,wcwdxxxaklrhciw,87,338,7876655.0
5488,fmyvnttciidxvqxcpno,71,405,9998295.0
5489,pbstgflfxzxapxijypf,29,304,4813837.5
5490,ltpdnefrgm,40,16,8917677.0
5491,yankypjukncwqcmkgr,58,183,767402.56
5492,uqcekpmdwnkjoh,82,343,2714178.8
5493,kwyjxlabfkmqknqhpgif,97,215,1230057.0
5494,knvjobiumzbaprji,89,333,536372.5
5495,xfvxubeditvdb,56,166,6162769.0
5496,ycoajfcfczuve,88,38,6720165.5
5497,eyqmhhlxee,56,63,6437423.5
5498,wftsidlaqmwoenvxvef,77,397,3477868.8
5499,dxgcazclpv,47,232,8084084.0
5500,hzweruhdqsrtptjhje,41,258,2688818.2
5501,ukusnhejjrwxcj,79,374,1384545.9
5502,ydofqsfigv,25,422,6493400.0
5503,dorhnniozacxaavo,61,73,3211298.0
5504,rcedbioiil,98,111,6737584.5
5505,ncxeqdovkzjyc,58,272,1801843.4
5506,jfljdimxchyxzsiflvfn,18,265,2512938.2
5507,tqdfetrztou,21,150,1134549.9
5508,ajfeyusvzujndzdfdnsa,44,182,7352610.0
5509,scsqxkejclnehfi,96,351,2375536.0
5510,myzcguodnwzxr,42,351,7732354.5
5511,wmiaxhmpnlgmrbldlu,30,399,279096.4
5512,qkdbcwrlxvmjlp,74,343,7952696.5
5513,zzkegqycpvqyrkc,71,461,2545986.2
5514,grydsgqdnbipbs,24,103,7267937.0
5515,gearftrxtsislir,79,262,3719780.0
5516,byrfygbqdfkmdkun,74,351,4227700.0
5517,wuozepuujyiif,32,63,9838437.0
5518,lwthsngknfknerjc,63,476,338013.22
5519,mqfplcgzmbngsxdl,85,171,5563186.5
5520,xmbbvxhsmmbizftsk,31,283,7292225.0
5521,vibkgawndm,80,110,1799677.4
5522,aowfpstfzvhzhqj,82,155,5272117.0
5523,qrkkzqzljwqsckisdvqu,92,397,9675407.0
5524,cwyyehjomrgtyt,61,345,7413029.5
5525,tgltsxsutd,77,251,9045188.0
5526,jpuimwphgpagqcfofk,98,141,3092261.5
5527,pktcarunhwiwinchg,78,49,8520450.0
5528,fysaznuvjldvrpp,74,113,2777145.5
5529,uboieixvqfxfth,20,367,7916428.5
5530,oyxhdpdwdwmmmg,24,54,8635719.0
5531,tytqvmicekl,42,51,2706093.5
5532,nmvyvjknii,95,185,8759380.0
5533,qyippfvclpm,45,449,8048495.5
5534,pbafpbwzfplsmquaijc,75,470,3219379.0
5535,uokidjwwoug,91,91,7697764.0
5536,xdwtqxvnxdrlklano,35,357,4292653.0
5537,qufwshysgnrhkriqyr,84,293,4508966.5
5538,tnsgfkqqocanmp,84,397,527051.06
5539,zlyfddnhwspso,71,126,5952974.0
5540,jjfqeszfkycje,86,144,8213834.0
5541,rdgxwkloxh,38,178,5759702.0
5542,rodlekyrjggqitnffywx,63,331,2958457.0
5543,kehdjrtatehkhubrh,91,146,2567551.0
5544,oljfglpalfksphro,43,418,3424824.0
5545,izknwmnadkdbzzmtllpf,42,436,2702324.0
5546,hmrqnjdrhxfomivatefp,42,291,4141364.8
5547,gwwonjjvqqoyhdzf,19,378,4255628.0
5548,owimniikfisudrjw,63,264,5014202.0
5549,lnawltuymallbdldqap,89,16,3614787.5
5550,jeagfznwsqfqueihr,88,17,2083924.9
5551,nnukuczgpmpkappth,28,272,3153317.5
5552,zdhwdsrrzz,37,44,8402650.0
5553,sdzwxfghisfqvtq,62,68,8485601.0
5554,rjhgpdcqvadurteynts,63,279,8761057.0
5555,jxnmyuippfjcioybez,74,250,3325616.8
5556,eakqdyewsqy,88,351,9429786.0
5557,rqtlaeericoayidg,47,216,666447.6
5558,ghwztqbnsdwzopgg,86,40,5369571.5
5559,yqvfgoepcptlzmmh,81,256,2959317.8
5560,ipkzvgelojqmkoptqh,90,101,3047910.0
5561,slzjmeyenszjte,93,124,5941103.0
5562,fljvzovvdknjcba,78,399,7472208.0
5563,szndqxumhld,34,248,4750717.5
5564,sxfgurlnitfcdr,45,198,4951223.5
5565,ftuyqlbxlejucfurfov,48,467,9058365.0
5566,rnrtlzpvcitwccsey,83,247,2557308.5
5567,lyxaxjjehcdjrzje,21,326,883120.25
5568,irnztnaqngqwkmwsppnd,49,386,8680985.0
5569,cegsghdkyqorfp,38,225,5967995.5
5570,ffxcbzqjnzikpfgx,49,89,764692.4
5571,foiphxsgon,41,368,3880482.8
5572,cybokiqtajpoivdqfx,92,251,3222591.8
5573,nheotximkozrhtjbhbfq,49,472,9895591.0
5574,kwcaezhvnwlgxqxbw,47,32,1642563.5
5575,mqvjyfrdkhv,34,234,6394883.0
5576,yxzwpytjhsursupcd,31,349,5171276.5
5577,tohtbbqctdb,31,306,9894952.0
5578,vmjlqwspuxrhos,98,325,9586890.0
5579,tocxgjjdpacubvrumow,99,140,9217110.0
5580,uafmjucrbeptsog,31,360,8592314.0
5581,nccgswmdxujrlqgc,60,407,8516722.0
5582,drlfkixwyc,56,234,4229539.0
5583,nyjngqphmmgu,80,377,9307666.0
5584,uzzzcrmomrkaqzeyaf,58,430,1739357.5
5585,flzaxtjmtj,44,88,8086528.0
5586,yzsshusvcvtqmfhc,49,380,460650.94
5587,dihqfirzhsjzpfu,100,211,6946093.5
5588,dxflvukqybpgcjloo,95,423,5923999.0
5589,mfxnigogztpdnquculnz,55,162,3108611.0
5590,ucbrkrsuspcjyolr,84,329,4334619.0
5591,zfuxccknedxlyti,99,422,940605.4
5592,tvgwehgolazxfx,72,157,9734721.0
5593,plkfvjejua,82,37,5299608.0
5594,ygycdzdfnuwzp,18,469,3979079.2
5595,vftzleezkokcjftk,66,5,2686359.0
5596,jdmkyryxcadwuwvshj,81,301,4264226.0
5597,trerlsfpsge,63,374,1470347.1
5598,ustmjhvghrsecnuvui,60,290,9331484.0
5599,reifxbenygjrnehbp,71,380,7394013.0
5600,eyuiudijxoagkzvn,87,100,8408408.0
5601,bclwogjublmxjtv,98,464,7134754.5
5602,gtuacdvankrpgmoj,34,104,6424919.5
5603,aqjiaawqqphd,63,363,4426970.0
5604,ehqhddvrsvjvingtzhqs,80,43,108591.88
5605,nwqszlzytyzryavptpfg,27,397,7541931.5
5606,gacqgszasrobdfx,38,58,3734206.8
5607,dirzuwxbipoyvqlb,78,24,8009888.0
5608,fvjywvxths,48,386,686082.4
5609,brkmeeurygsyiwzzyqop,30,249,5451676.0
5610,vazssowtqcrdehmj,88,397,2334952.8
5611,bogupglluuje,38,62,5937865.0
5612,ttvpfhwttpe,54,312,7334535.0
5613,fvnlobzvxjqsw,55,119,2056266.9
5614,tkqidimiyqvm,86,126,3201823.2
5615,wqgccmvagnrpxj,34,183,2878419.5
5616,pgcbexjcitmqa,77,313,9123409.0
5617,nldeczjkyzmowtr,22,358,5080810.5
5618,erynqtosiupicexq,24,367,3624932.2
5619,tirygbnepfilozawvm,51,296,8702017.0
5620,qxtqwrstqiwhtdkaohq,74,346,6390007.5
5621,gsxkeshtiio,20,304,354069.38
5622,riuwkbktuucoicrsn,64,466,7528181.5
5623,wyxbrkpaiqsbsz,43,83,2484474.8
5624,ctkrhtblkyhpcjv,40,174,2585509.0
5625,zhdhienvohyguahxpf,81,170,9564734.0
5626,pzmrtnnyvg,48,267,8358221.0
5627,fqeionyudvvgsmarcyta,86,256,2614879.0
5628,oqvhnejmpmifhtjkb,46,193,3028751.0
5629,qipqasvutapgs,62,67,5023155.0
5630,hvtehyrqvbrdixjyer,69,195,7441872.5
5631,xcrfiymmvejekpvchhiy,48,313,251236.89
5632,merdeqylknx,66,448,1738542.1
5633,lvfgalutduvkrbeg,82,290,9999665.0
5634,licpvwrtmuqyu,65,430,9398719.0
5635,hegaunvsmroh,98,305,1329974.8
5636,kwcvkkqlwrmoxnb,36,53,6779319.0
5637,qwukflgaidywv,27,240,1576847.6
5638,ytdkbaxerxlxlojux,86,440,795007.6
5639,anehksvfyzjbsex,56,264,4841469.5
5640,jfbjgnoosttcaa,90,150,6183813.0
5641,rvvpbxrskrvvfu,65,494,8322896.0
5642,ofotszdqpxr,29,484,35614.477
5643,oxprfpajtxsg,56,42,7203972.5
5644,bwbtkmwgsrsxlsgq,69,277,1412440.0
5645,yhrsiiuyebcdoxlruw,90,273,1881866.0
5646,numblfbwtgfnwbnljo,26,195,9158681.0
5647,qcqniywaintjqrulv,30,153,3619991.0
5648,dlcgxstskzene,55,158,7982438.5
5649,shlmfpkscremxgbpjtsz,100,8,4605875.5
5650,ygbkpclciuzanqct,80,104,200010.78
5651,tjehbveyyzm,52,337,3302119.5
5652,vmarlbnijizp,51,461,3938657.5
5653,cksasmepbtuwtkteijp,63,263,2479028.8
5654,pxmukicqhh,75,113,5970729.5
5655,orzqetnwqn,97,187,1656709.9
5656,ysferutflofrldixtl,21,367,5433431.5
5657,fnwxqrphhjfshlbgscs,76,235,7061760.0
5658,zeweimdvjoqnjqaxbt,50,498,3115448.0
5659,isnrhgopsatimav,64,322,5872829.0
5660,ramqpukexnwdbc,42,116,5126291.0
5661,pvulsoffarc,35,453,3306515.5
5662,vxihuczuzzxatrcix,82,266,2192487.0
5663,pibremeeixl,31,24,2068370.0
5664,kzancaqmuvzqfqjwoir,76,13,7266125.5
5665,acqgvlisxnfzjlefn,61,483,3565358.5
5666,akcefegngwseupwdwlqh,29,203,8129857.0
5667,alhpwucghexjkbkdbh,38,432,87061.12
5668,edxxqialhitdywqovlzr,55,435,3168153.5
5669,drwwwbgfchjy,54,242,6644268.0
5670,wkxohcvobznysig,20,299,4938516.5
5671,rklxhxdbcrvzhqkqplvt,58,149,3348590.0
5672,lrbgtyaffftyaxor,71,76,894368.1
5673,ezlqzflgzqtujinr,97,6,4507054.0
5674,qcznttcohehfvxfgl,87,145,1075247.4
5675,myjgcbyfshq,76,254,4656208.5
5676,hnxpujnauiq,30,77,2958941.0
5677,ybaykqycygev,90,345,6341410.0
5678,wzsinqzdnrrlmeuzua,56,455,8728275.0
5679,blnqoecfmtnjvrfolql,94,72,7627595.5
5680,oivhnaiugapfyaytvvg,84,189,9052212.0
5681,rmlnaqfmsdols,65,80,8767778.0
5682,xugocaeehejvupyunln,75,121,8781977.0
5683,qvzremvuhhqohgpzsu,65,2,7206973.5
5684,fhrlclwpgxfnnqmcu,61,106,6461239.0
5685,xoawamplwwszy,74,227,3569887.8
5686,oiyosbwhegilekljjj,20,115,7887373.0
5687,qzyqmdhueewiwbdp,74,451,531899.25
5688,oismdbbuigghxqm,98,9,6995698.5
5689,nunwyaksqayeicnz,56,260,7499858.0
5690,jjnrwrgsjyez,38,132,9348597.0
5691,eubbqkrvzkamj,69,88,1984098.2
5692,xcivvyspdkwbrqr,82,465,4843337.0
5693,qgcvllvecovfrah,64,194,7467504.0
5694,rhbfzyeifeahhqnyxm,20,267,2190675.2
5695,awseuazlgpkhwfaa,73,41,8478749.0
5696,pghnwtqlaveceikpxwz,53,53,7498811.0
5697,zhadvhulvwyxh,28,88,4237819.0
5698,pkxyxgyizycmbvnztuwa,23,371,4421240.5
5699,glfxudqqjpin,50,325,4590165.0
5700,azssmziqnndqngbtkrk,66,263,464431.03
5701,ioesifjxkana,94,102,7089830.5
5702,pztbongmlujljpy,93,255,6091073.0
5703,txfmzaifzhup,21,335,2847040.2
5704,lduvrzyovolhwrh,41,468,3114154.0
5705,jgrulqjncnueqbb,73,48,4638865.0
5706,zyiqhzbytqlz,56,397,4087748.8
5707,kbxehkwjcstijsd,40,271,5043042.5
5708,dtrwphoadoczi,91,142,6363685.0
5709,aanzeoehghg,20,11,5083634.0
5710,ilavpcogpidxgykhvamf,69,351,4817894.5
5711,jnbkzentgjahukdadqq,25,147,2501584.2
5712,upgymkzjugdsreqc,92,101,4587278.5
5713,iqsbbdxwddjpwovleqrh,22,368,4864890.5
5714,anqokekkbpgjcb,51,236,9021647.0
5715,xiyshnewipvhfdoy,46,126,439563.62
5716,oslbcodlzwkay,96,446,2676883.2
5717,onfonzgyiplop,45,383,3428034.2
5718,gzosjyjaiom,97,84,8253762.5
5719,byteyutqijlramrj,21,275,6633339.0
5720,yftkrwdzws,91,371,929019.56
5721,zqeqscwretouzby,92,389,4268309.0
5722,mglzezuofecjtgqvmqyf,42,363,8232383.5
5723,gvfnzoprupssuufgbzjh,42,464,1963720.9
5724,twrlugxueedznpd,20,488,3357729.5
5725,vctkfkllbka,73,319,7457062.5
5726,ecrttvlgily,99,361,5816675.0
5727,blrnxqazjc,68,281,8788033.0
5728,qthydwpfcbidzhtherfh,42,324,445704.62
5729,jcfhslaahtxieodaz,30,332,5632485.5
5730,fmxqqjofkyemtmdg,94,279,4186560.8
5731,nangakykvdgvtvzkfak,76,136,7861471.0
5732,oonnkhyqjeuaibxtwy,21,263,2727291.0
5733,hhsrsbchlyufnmattqek,46,9,6184939.5
5734,nkqryknfzdcaey,95,319,2572252.0
5735,vciuogvspfv,57,467,312548.0
5736,rhkudalgjfbu,73,219,3016512.0
5737,qmwedjddoodxlvtzlsg,90,4,4742576.5
5738,xufipxcpie,40,90,161344.45
5739,ncbubmebgpd,75,213,4325815.5
5740,ywzxckubnujjl,32,270,9700758.0
5741,haeqoujbosktwibxrii,81,314,4698423.5
5742,chqjexyoseikeylzvyv,100,330,8493615.0
5743,dxyfszefdjr,43,322,7238101.0
5744,kdnivjqvcj,28,35,2078601.6
5745,igkoqmklsjwluokvhc,50,222,525182.44
5746,jqandwcemeus,59,188,7473209.5
5747,unkowhqtpgmupbwe,34,407,9996022.0
5748,eeocsjsiwm,99,382,8061972.0
5749,bwcckhogbsgy,50,368,8063923.5
5750,hkmmixwaui,77,279,9161783.0
5751,djjztpzatdrpz,37,74,8849719.0
5752,fvvonaoemuhb,75,238,143120.52
5753,aytzwcpjqaqsxkfs,42,287,7396073.0
5754,aztqinnmgrlmaceb,28,38,2697161.8
5755,lafaddzmrmsnntui,96,147,6973887.0
5756,xseplhipawwtwk,71,14,3858024.5
5757,qnqmxjkickfzq,82,459,5814760.0
5758,vxckjexfjsequq,63,45,7263292.5
5759,jdgaksmzfoftmy,58,195,8853306.0
5760,oqvwrpxrwfeckg,80,407,4214179.0
5761,rivxjqxjvedtzbhxkw,37,103,2793673.2
5762,xbptqzzqetynrruqhjp,42,82,7147358.0
5763,axklbvmudzyncsoe,64,250,1890651.0
5764,twaczpoczcsso,65,404,5881963.5
5765,xxtbcnasas,34,255,1640621.0
5766,ginuksotlwmsgzvrxm,18,317,9995836.0
5767,lsfyydkfqvgw,41,248,1160393.5
5768,tvufwmgmtnto,95,77,7218835.0
5769,txrrfdwojzlioja,88,2,5148713.0
5770,myqbgjvaywmsgcnvq,20,182,2740333.0
5771,uszgqxghmuv,80,412,4635051.0
5772,zpwqgxdxcawb,53,247,2289537.5
5773,vjxxmtgeep,57,299,4396688.0
5774,ilbvxjzlqfy,62,466,7930497.5
5775,erwttvieeyoi,96,270,1847398.1
5776,djzpdahjmlnhiebat,92,294,8479478.0
5777,vtpkgtrdecesns,65,129,758147.9
5778,rzreobwvegdc,63,221,9889119.0
5779,ydslggwgqfnscm,72,92,9859743.0
5780,ixacuvgtwe,86,80,5663413.5
5781,aikiauadntv,93,462,3980475.0
5782,htlumpwkhzpdcotpju,21,290,6005920.0
5783,eqnoxpltknnawje,79,340,6827832.0
5784,fxbssoxtglr,66,242,372580.0
5785,ihhsplujblcyb,97,4,2176164.5
5786,njewstyzehtcwu,93,110,4303756.0
5787,ebhpzokgwtywccl,39,177,7331218.5
5788,metksjntmrzqls,89,109,295747.4
5789,aosllmbxpo,74,364,8993035.0
5790,pdqyhqgijvnhptuf,53,471,7145837.0
5791,mwfslfednsjhimoz,56,319,1189275.2
5792,nbxkicykewnmhj,32,1,9615026.0
5793,kfiqguhtlzdje,79,81,5828169.5
5794,stdophijig,18,473,475355.28
5795,fufnazpyffedegse,86,473,1573529.5
5796,cxxzgouyykyspmzdipov,32,483,9098744.0
5797,xbmzfczyooiyoxyhla,43,371,2410027.5
5798,rpzwasvjbiiawkxogzwi,35,395,3491767.8
5799,hjwjejuelmgsxcrbxopt,92,494,1001882.56
5800,kwtdrwkwpelpiyihhu,49,173,108338.57
5801,raqarclkepxx,26,182,2575148.0
5802,wqbybfneiagg,65,44,222904.7
5803,rnixggnweafe,87,188,9078553.0
5804,egqgpngilnkknv,62,452,3387849.2
5805,qxbjbyexwivlebgrpr,23,21,6728936.5
5806,ctwyfzsniyb,64,33,9432383.0
5807,jynouxukjjvf,65,166,1697273.4
5808,gmlvghhqpmp,75,159,9939325.0
5809,xbpptwvrujj,95,309,1920627.6
5810,iefclfokgolr,81,356,4960188.0
5811,togthjxxxzmnfzev,58,216,2615254.5
5812,tejwgztltne,44,434,6793531.0
5813,ptfhnaiwpnvf,96,80,1244846.5
5814,sbiezctfjc,52,95,4489613.0
5815,efdndjpzawaulhrufph,84,118,8842165.0
5816,tifcodkghjimf,31,173,8005835.5
5817,mecscxycsgonathdvqjh,23,158,8453087.0
5818,jwvhtnobgpbizxkwv,86,198,313796.72
5819,sczivyalbevndgbbga,94,121,6865349.0
5820,rmthpeidfkpgipxee,57,162,4770065.5
5821,azlmimvxktoaghlqma,84,247,1220676.5
5822,buaqwmyqmlmyq,74,354,2682580.8
5823,itfccnnywacnlxnivxdm,99,450,7300305.0
5824,gtxavwbgdzs,21,475,5774685.0
5825,vmjffgnwyyl,46,278,7953342.0
5826,apvfwxtlknrrvvqhqmr,87,51,1379619.0
5827,kjgecvgymidd,52,234,7752920.0
5828,cioeksfxwljbzvdh,81,406,3555010.0
5829,lwpzeqoacec,64,150,1780444.4
5830,dczbwmagvgfcnvxbo,93,270,8246931.0
5831,gtsupjxbcsulu,89,62,3377014.5
5832,iuvfbntwgfznbkbcrgom,25,64,6924613.0
5833,jvlkerkxknfoflvtlsg,64,268,372054.9
5834,sppdefaghrxvnav,62,220,6253307.0
5835,lbvucscchggfuyfimxo,65,5,9401136.0
5836,cyfzefkpzkqiiwvcjoxt,76,500,7018877.5
5837,xdueyxxzridqygh,47,469,8343126.0
5838,dnnfudyikdlkxvwi,71,488,5522725.0
5839,xzvikvjjdkajdk,56,331,1584366.1
5840,iizpmzdsmdxoqj,28,77,2044770.4
5841,yxsbuynejt,47,171,7596468.0
5842,xzdicbyeoofrx,81,247,4500426.0
5843,wnuphxetxdosz,97,488,7664586.0
5844,lseqtzkymtikhqar,79,150,6608817.5
5845,ycunnpkxnpobwbr,69,51,350035.38
5846,fxmpioehzmjz,54,98,3452273.0
5847,ohgmuddpleezrnty,57,391,3141313.8
5848,lefkdumbtcdzhexrjuug,71,342,7172609.0
5849,xxeabqewdukkys,78,328,5575665.5
5850,phpjxayxzh,24,350,5954514.5
5851,oueouhkqqulhfqy,61,9,7629466.5
5852,obipfgrkivnwylfpowxp,85,357,8545938.0
5853,cimecbpoqtsh,56,439,5904495.5
5854,gwtscsrmbcoaslgtv,64,332,2445283.5
5855,rvkqgyirxjagihea,32,163,7240141.0
5856,tmddvbzscpffpwsijl,60,345,3755310.0
5857,pxjjkdyupknzgblfqt,86,178,2958814.5
5858,snghvfykfpqvcabd,47,4,3639992.2
5859,bcxtmwdzijbgfgahn,55,232,4360683.5
5860,nmtdwegrlkpkmsj,59,223,3579621.2
5861,ecfogpenfzhn,86,388,1753843.0
5862,kjpqktuvpmgmvcw,68,6,3368113.2
5863,ridquqxnyc,64,219,8464009.0
5864,xldrsgtsnfosoiogf,34,177,3601535.2
5865,llmmnadyagawx,61,137,1931095.4
5866,mlryazttnovd,18,79,2710388.0
5867,czphlrluvrufrejju,41,18,1495638.9
5868,ylnrigfzxvezvyomwyt,29,201,7930065.0
5869,jhmcdvznddpjqlgbshfp,23,327,5781418.0
5870,tdatsaauftudibjaixk,60,255,5105116.5
5871,qfupwredyl,82,356,4531173.0
5872,zhesjgrzkicn,35,21,5568703.5
5873,ndzazvwxoq,49,141,1390679.8
5874,xnnrrrasmyfhynywk,24,129,5077978.5
5875,axjsnjkrykvblnwnyl,28,125,1045674.8
5876,tzvdzgqrmx,50,30,9570797.0
5877,qgmkokddipzniti,43,426,7865047.5
5878,sledcishgpmg,83,137,8516303.0
5879,ytfqwankzahhgdxuvzed,71,463,7770181.0
5880,dlfyrmzzdspvxz,91,203,1088405.0
5881,kkbjkwptlfm,44,98,8012447.0
5882,wzeqiwcxpnnwmvb,29,454,6879951.5
5883,fbxegbnckmyb,31,164,9962263.0
5884,rduvwbyphryav,79,162,1704497.5
5885,crbusdoeaphfwru,75,342,9571427.0
5886,kccfmyoylsj,43,103,680430.75
5887,iyujffcdyyjqmrw,64,223,1396878.0
5888,nsrzhlucrwocbbd,47,6,3183214.2
5889,djtctchascljsngzrc,23,490,7082168.0
5890,eicwwwxvpzl,18,472,3085049.5
5891,gfqddryghktlebzeetyj,33,209,4660854.5
5892,ztvfgwdfbtemelwznb,96,216,5180861.5
5893,zlkajodlfg,34,345,3716835.0
5894,pvdlmorcdjv,56,26,4063493.2
5895,svylsjorlvjgzg,65,282,7765331.5
5896,hfbvruwxpgzenfzy,91,365,8365165.5
5897,czxxhmdkfir,94,132,2258684.5
5898,vuqkyrdbuqxu,52,56,390280.62
5899,tmleqftldazq,37,189,3765473.8
5900,eraxapmnasvgre,23,18,3685080.5
5901,anuuwaasplaafcyi,47,479,1315992.2
5902,xaiofsuuukdcftvm,84,206,694757.2
5903,vrykdzzhoaahv,71,449,310127.47
5904,zcvgjiwxmkkl,66,426,2727931.8
5905,uwhorljlsphqtqtoavfc,85,329,1636838.5
5906,whhfhtqnolv,85,299,6090812.5
5907,yciwipbmbb,34,221,1850881.4
5908,fybfiewuttnul,49,284,9790159.0
5909,qrjddzzyyletmqsmnwd,69,450,5874597.0
5910,cpjdjfqmjmare,38,251,1554869.2
5911,zrtnwygqsqrojs,73,175,3869894.8
5912,ubdukixkrvbq,45,385,2657324.8
5913,zkvofewapz,81,433,6632496.5
5914,tkwmjkhurto,24,183,6826427.0
5915,mekdetvkovnn,40,361,2901543.5
5916,zxunyjiugohbd,28,213,6426098.5
5917,rmogsqsztmsotbat,51,341,3348526.8
5918,gimrjjgbrgfdyql,91,172,6200244.5
5919,joejiiitorpc,78,369,9505114.0
5920,bmuzaycjhbbr,39,434,6884650.0
5921,aekgxniusjtazpwbmnoy,92,201,299503.66
5922,gpnahjhxmlcrmh,25,127,7015526.5
5923,nnrdbyhqdiie,21,372,1595294.5
5924,wnnvcbbxcyybhdr,31,115,6956571.5
5925,jnjkicmqas,85,116,399677.78
5926,kqrziqspky,36,16,7145813.0
5927,ziztabxelxui,37,454,9769977.0
5928,qvplzydhrt,97,215,91191.67
5929,pcqzsxyubxihlaogdubf,40,136,2713083.2
5930,qnhfmoibbnxgttbvxn,35,499,2385365.8
5931,rmdfbkavulefkjwwxex,49,376,3339456.8
5932,tqmsuguddxcxtb,96,166,7888473.0
5933,denvermnrqrjxxzbzq,46,320,3823981.8
5934,zbzjutmfkhbaw,23,156,7719513.5
5935,wbqykcgvkwuce,47,155,8693593.0
5936,cinqknowxz,19,465,8947292.0
5937,jhbssdkuig,85,369,3019675.0
5938,wtrpmvdmwjvpncguabbo,93,383,9287900.0
5939,vfbtvpqahlfrnsw,21,97,248638.75
5940,twhziqbgvsuzlvtm,53,486,1253397.4
5941,lvemdxsicg,68,487,207079.83
5942,zuvpobosoptqxbwxeb,51,395,979081.6
5943,pecpqximmqgapnnrc,79,426,7452910.0
5944,vlcewzjujmqdybhrz,36,119,9332854.0
5945,uyzckvcoylaq,66,247,649351.4
5946,qndswwtatuvoiwcmlpy,58,456,5464017.0
5947,bfvkdnsqgfvkslsziazz,30,94,9948842.0
5948,kqkbqfbhjuhwz,72,415,8907199.0
5949,vewdycoorsnte,83,135,6982197.0
5950,vggifesjpq,94,467,844703.7
5951,xwnizfhedfgmeeawv,55,218,1885346.9
5952,faomwzzuqzuiwrf,42,47,8529669.0
5953,vdjwaweokwdcbudpag,39,78,2028725.6
5954,dewnfomuyuxuskw,45,198,2573470.8
5955,pxuibxufzmgp,19,32,7230011.5
5956,kzpwfrarsz,40,91,8387314.0
5957,smmednqdjzawbdtcqviq,40,181,4123975.5
5958,lzprfuvdvzav,35,290,4855174.5
5959,tdytlsptypuhmnagk,94,432,1592946.6
5960,ucqzabwgvgpivmtvpv,55,320,8418472.0
5961,hppymwvhfjnkciok,75,339,3905780.5
5962,csmtkfcgzep,92,141,5158180.5
5963,qipfcujcacfrv,91,21,5137176.5
5964,jahcoofnyvu,62,15,9543686.0
5965,xqbbuwlrcmyxsr,83,254,9701661.0
5966,dojekkvvcmhqh,48,462,892318.4
5967,xfdbntohvi,37,365,2431626.2
5968,wvwyxkmgjjpgfgucjsig,56,381,5132972.5
5969,spxfdrgtdjzxdlpuzg,24,31,110913.46
5970,achvrrccix,77,8,4735849.5
5971,ixjipmtuqf,58,9,2105505.2
5972,qhysnhcbcst,76,263,2932121.5
5973,vnwceamgxfbe,98,33,2452269.0
5974,fqdujuaqwecnx,69,46,7846622.5
5975,yyfawluaoskdlnewh,36,185,4656038.5
5976,byoioknewhnxcrpavd,30,9,7236167.5
5977,wcnrbhxebrceptvehe,63,150,5229286.0
5978,efyqljlybqjlbtsxu,56,141,1443095.0
5979,ratemdjjdkkosg,66,265,5186904.0
5980,kkvrbohkfbtchzkps,47,82,4908918.5
5981,yxphmbniee,69,73,397409.25
5982,bwnkmrjvhqpqtdl,97,55,2512838.5
5983,bjrwiknygfzgjru,58,409,7908161.5
